A log after Defold could not be started. The effect is a counter in the bottom left, Changed Files panel, and the project never finishing loading, requiring shutdown via Task Manager:

2026-07-23 03:52:27.811 306  [JavaFX-Launcher] WARN  javafx - Unsupported JavaFX configuration: classes were loaded from 'unnamed module @389fa4cf'
2026-07-23 03:52:29.554 2049 [Thread-4] INFO  com.defold.libs.ResourceUnpacker - deleting old unpack dirs from C:\Users\Jennifer\AppData\Local\Defold\unpack
2026-07-25 02:42:59.223 29777987 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached loaded save data in system cache.", :total 1364, :retained 109, :unretained 1255, :limit 20000}
2026-07-25 02:43:00.923 29779687 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1367, :retained 109, :unretained 1258, :limit 20000}
2026-07-25 02:43:33.567 29812331 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1556, :retained 109, :unretained 1447, :limit 20000}
2026-07-25 02:43:59.420 29838184 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1556, :retained 109, :unretained 1447, :limit 20000}
2026-07-25 02:44:04.288 29843052 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1557, :retained 109, :unretained 1448, :limit 20000}
2026-07-25 02:44:18.658 29857422 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1559, :retained 109, :unretained 1450, :limit 20000}
2026-07-25 02:44:31.420 29870184 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1562, :retained 109, :unretained 1453, :limit 20000}
2026-07-25 02:44:45.649 29884413 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1566, :retained 109, :unretained 1457, :limit 20000}
2026-07-25 02:45:07.146 29905910 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1568, :retained 109, :unretained 1459, :limit 20000}
2026-07-25 02:45:17.192 29915956 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1569, :retained 109, :unretained 1460, :limit 20000}
2026-07-25 02:45:49.166 29947930 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1576, :retained 109, :unretained 1467, :limit 20000}
2026-07-25 02:45:50.469 29949233 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1578, :retained 109, :unretained 1469, :limit 20000}
2026-07-25 02:45:57.108 29955872 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1578, :retained 109, :unretained 1469, :limit 20000}
2026-07-25 02:46:19.120 29977884 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1568, :retained 109, :unretained 1459, :limit 20000}
2026-07-25 02:46:26.274 29985038 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached compiled build targets in system cache.", :total 1578, :retained 117, :unretained 1461, :limit 20000}
2026-07-25 02:49:15.195 30153959 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1574, :retained 115, :unretained 1459, :limit 20000}
2026-07-25 02:51:21.462 30280226 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1571, :retained 112, :unretained 1459, :limit 20000}
2026-07-25 02:53:10.532 30389296 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1586, :retained 112, :unretained 1474, :limit 20000}
2026-07-25 02:53:35.306 30414070 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1586, :retained 112, :unretained 1474, :limit 20000}
2026-07-25 02:53:49.030 30427794 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1696, :retained 112, :unretained 1584, :limit 20000}
2026-07-25 02:53:51.972 30430736 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1696, :retained 112, :unretained 1584, :limit 20000}
2026-07-25 02:53:59.479 30438243 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1697, :retained 112, :unretained 1585, :limit 20000}
2026-07-25 02:54:01.270 30440034 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1698, :retained 112, :unretained 1586, :limit 20000}
2026-07-25 02:54:06.780 30445544 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1696, :retained 112, :unretained 1584, :limit 20000}
2026-07-25 02:56:46.246 30605010 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1697, :retained 112, :unretained 1585, :limit 20000}
2026-07-25 02:56:49.057 30607821 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1698, :retained 112, :unretained 1586, :limit 20000}
2026-07-25 02:57:14.963 30633727 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1698, :retained 112, :unretained 1586, :limit 20000}
2026-07-25 02:57:37.110 30655874 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1696, :retained 112, :unretained 1584, :limit 20000}
2026-07-25 02:57:40.760 30659524 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1696, :retained 112, :unretained 1584, :limit 20000}
2026-07-25 02:58:31.990 30710754 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1694, :retained 112, :unretained 1582, :limit 20000}
2026-07-25 02:58:41.845 30720609 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1694, :retained 112, :unretained 1582, :limit 20000}
2026-07-25 02:59:00.940 30739704 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached written save data in system cache.", :total 1724, :retained 112, :unretained 1612, :limit 20000}
2026-07-25 02:59:36.423 30775187 [JavaFX Application Thread] INFO  editor.defold-project - {:line 400, :message "Cached loaded save data in system cache.", :total 1725, :retained 114, :unretained 1611, :limit 20000}
